ID,Office_PIN,Applicant_City_PIN,Applicant_Gender,Applicant_Marital_Status,Applicant_Occupation,Applicant_Qualification,Manager_Joining_Designation,Manager_Current_Designation,Manager_Grade,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Manager_Business2,Manager_Num_Products2,Business_Sourced
FIN1005176,284001,285205,M,M,Business,Graduate,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,460522.0,11.0,460522.0,11.0,0
FIN1005177,444601,444606,F,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,F,3.0,1.0,241507.0,9.0,241507.0,9.0,0
FIN1005178,834001,829109,M,S,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,1.0,281116.0,10.0,281116.0,10.0,0
FIN1005179,476001,476221,M,M,Salaried,Class XII,Level 1,Level 4,6.0,Confirmation,M,1.0,0.0,77956.0,5.0,77956.0,5.0,0
FIN1005180,171006,171006,F,S,Business,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005181,440010,440013,M,M,Business,Graduate,Level 4,Level 4,5.0,Probation,M,5.0,1.0,0.0,0.0,0.0,0.0,0
FIN1005182,474008,474004,M,M,Business,Class XII,Level 2,Level 4,5.0,Confirmation,M,2.0,1.0,65475.0,3.0,65475.0,3.0,0
FIN1005183,695014,695121,M,M,Others,Graduate,Level 1,Level 3,4.0,Confirmation,F,2.0,0.0,499990.0,12.0,499990.0,12.0,0
FIN1005184,284001,284403,M,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,60389.0,4.0,60389.0,4.0,0
FIN1005185,753012,753009,F,S,Others,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005186,400075,400024,M,M,Others,Graduate,Level 2,Level 2,3.0,Confirmation,M,4.0,3.0,579891.0,12.0,579891.0,12.0,0
FIN1005187,285001,285123,M,S,Others,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005188,285001,210422,M,M,Others,Graduate,Level 1,Level 1,2.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005189,201001,210001,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,3.0,0.0,124668.0,7.0,124668.0,7.0,0
FIN1005190,600017,560084,M,S,Salaried,Graduate,Level 3,Level 3,4.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005191,400075,400089,M,M,Business,Graduate,Level 2,Level 5,6.0,Confirmation,M,1.0,0.0,648240.0,20.0,648240.0,20.0,0
FIN1005192,284001,284201,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,211941.0,13.0,211941.0,13.0,1
FIN1005193,848101,848101,F,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,1.0,72552.0,5.0,72552.0,5.0,1
FIN1005194,695014,695038,F,S,Others,Graduate,Level 1,Level 3,4.0,Confirmation,F,4.0,3.0,1143196.0,17.0,1143196.0,17.0,1
FIN1005195,843302,843330,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,153136.0,10.0,153136.0,10.0,1
FIN1005196,110005,110027,F,S,Others,Class XII,Level 3,Level 3,4.0,Probation,F,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005197,520010,520010,M,S,Business,Class XII,Level 2,Level 2,3.0,Probation,M,2.0,1.0,43862.0,2.0,43862.0,2.0,0
FIN1005198,110005,110005,M,S,Business,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005199,284001,284002,M,S,Others,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005200,233001,833302,M,M,Others,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005201,201010,110094,M,M,Others,Class XII,Level 3,Level 3,4.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005202,530003,530016,M,S,Others,Class XII,Level 2,Level 4,5.0,Confirmation,M,1.0,0.0,303175.0,11.0,303175.0,11.0,0
FIN1005203,121002,121001,M,M,Others,Class XII,Level 3,Level 3,4.0,Probation,M,5.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005204,121002,123021,M,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,F,2.0,1.0,108656.0,5.0,108656.0,5.0,0
FIN1005205,824101,824129,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,3.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005206,201010,201005,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,F,3.0,2.0,182349.0,10.0,182349.0,10.0,0
FIN1005208,851101,803303,F,S,Business,Graduate,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,390943.0,21.0,390943.0,21.0,0
FIN1005210,802301,802166,M,M,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,2.0,39377.0,4.0,39377.0,4.0,0
FIN1005211,802101,821109,M,M,Business,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,149756.0,7.0,149756.0,7.0,0
FIN1005212,802101,821109,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,195983.0,11.0,195983.0,11.0,0
FIN1005213,500016,505122,M,M,Business,Class XII,Level 2,Level 5,6.0,Confirmation,F,2.0,2.0,743568.0,15.0,743568.0,15.0,0
FIN1005214,842001,843119,F,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,0.0,200667.0,13.0,200667.0,13.0,0
FIN1005215,500016,500072,M,M,Business,Class XII,Level 2,Level 5,6.0,Confirmation,F,2.0,2.0,743568.0,15.0,743568.0,15.0,0
FIN1005216,224001,224133,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,188025.0,16.0,188025.0,16.0,1
FIN1005217,695014,695013,F,S,Others,Graduate,Level 1,Level 5,6.0,Confirmation,F,2.0,3.0,770000.0,8.0,770000.0,8.0,1
FIN1005218,700016,700070,M,S,Others,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005219,695014,695571,F,S,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,2.0,1.0,394413.0,4.0,394413.0,4.0,0
FIN1005220,834001,834002,M,S,Business,Graduate,Level 1,Level 2,3.0,Confirmation,M,3.0,2.0,205115.0,6.0,205115.0,6.0,1
FIN1005221,224001,224001,F,S,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,188025.0,16.0,188025.0,16.0,1
FIN1005222,224001,224001,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,188025.0,16.0,188025.0,16.0,0
FIN1005223,695014,695005,M,M,Business,Graduate,Level 1,Level 4,6.0,Confirmation,M,3.0,0.0,511451.0,12.0,511451.0,12.0,0
FIN1005224,695014,695003,F,M,Others,Class XII,Level 1,Level 5,6.0,Confirmation,F,2.0,3.0,770000.0,8.0,770000.0,8.0,0
FIN1005225,302001,302032,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,4.0,8.0,104207.0,5.0,104207.0,5.0,0
FIN1005226,122002,122001,M,M,Business,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005227,202001,204214,M,S,Business,Graduate,Level 2,Level 4,6.0,Confirmation,M,1.0,1.0,120001.0,4.0,120001.0,4.0,1
FIN1005228,224001,224161,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,188025.0,16.0,188025.0,16.0,1
FIN1005229,224001,224204,M,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,188025.0,16.0,188025.0,16.0,1
FIN1005230,695014,695002,F,S,Business,Graduate,Level 1,Level 4,6.0,Confirmation,M,3.0,0.0,511451.0,12.0,511451.0,12.0,1
FIN1005231,695014,695021,F,S,Salaried,Graduate,Level 1,Level 3,4.0,Confirmation,F,3.0,1.0,401625.0,6.0,401625.0,6.0,1
FIN1005232,695014,695018,F,M,Salaried,Class XII,Level 1,Level 4,6.0,Confirmation,M,3.0,0.0,511451.0,12.0,511451.0,12.0,1
FIN1005233,695014,673661,F,S,Salaried,Graduate,Level 2,Level 4,6.0,Confirmation,M,4.0,0.0,44588.0,2.0,44588.0,2.0,1
FIN1005234,700016,721651,M,S,Business,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005235,285001,285123,M,S,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005236,250001,250001,F,M,Business,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005237,390020,391740,M,S,Student,Graduate,Level 1,Level 3,4.0,Confirmation,M,1.0,1.0,330001.0,7.0,330001.0,7.0,1
FIN1005238,848101,847301,M,M,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,3.0,1.0,110633.0,7.0,110633.0,7.0,1
FIN1005239,462003,462001,M,M,Salaried,Class XII,Level 3,Level 3,4.0,Probation,M,5.0,1.0,0.0,0.0,0.0,0.0,0
FIN1005240,414003,414202,M,S,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,188362.0,7.0,188362.0,7.0,1
FIN1005241,285001,285123,M,S,Others,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005242,390020,389210,M,S,Salaried,Graduate,Level 1,Level 4,6.0,Confirmation,M,3.0,1.0,714000.0,12.0,714000.0,12.0,1
FIN1005243,202001,202001,M,M,Business,Graduate,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,59992.0,4.0,59992.0,4.0,1
FIN1005244,812001,853201,M,M,Business,Graduate,Level 1,Level 1,2.0,Confirmation,M,2.0,1.0,89440.0,3.0,89440.0,3.0,1
FIN1005245,691008,690523,M,M,Business,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,20000.0,1.0,20000.0,1.0,0
FIN1005246,462003,462042,F,M,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,5.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005247,851101,851112,M,M,Salaried,Graduate,Level 1,Level 4,6.0,Confirmation,M,2.0,0.0,170804.0,11.0,170804.0,11.0,1
FIN1005248,824101,824216,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005249,202001,202001,F,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,1.0,2.0,120555.0,4.0,120555.0,4.0,1
FIN1005250,533101,534227,M,M,Business,Class X,Level 1,Level 2,3.0,Confirmation,M,4.0,2.0,450540.0,14.0,450540.0,14.0,1
FIN1005251,834001,834001,M,S,Others,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005253,824101,824103,M,M,Business,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005254,695014,695521,F,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,415210.0,11.0,415210.0,11.0,1
FIN1005255,180012,180011,M,S,Others,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005257,824101,824206,M,S,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005258,753012,753002,F,S,Others,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005259,476001,436221,M,M,Salaried,Graduate,Level 1,Level 4,6.0,Confirmation,M,1.0,0.0,77956.0,5.0,77956.0,5.0,1
FIN1005260,695014,695017,M,M,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,2.0,1.0,394413.0,4.0,394413.0,4.0,1
FIN1005261,277001,277001,M,M,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,1.0,265844.0,10.0,265844.0,10.0,0
FIN1005262,271201,271201,M,S,Salaried,Graduate,Level 2,Level 4,5.0,Confirmation,M,1.0,1.0,198179.0,14.0,198179.0,14.0,0
FIN1005263,851101,803302,M,M,Business,Class XII,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,390943.0,21.0,390943.0,21.0,0
FIN1005264,824101,811116,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,3.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005265,824101,824121,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005266,824101,824206,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005267,180012,180004,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,5.0,3.0,55494.0,4.0,55494.0,4.0,0
FIN1005268,180012,180012,M,S,Business,Class XII,Level 1,Level 2,3.0,Confirmation,F,0.0,2.0,87918.0,3.0,87918.0,3.0,0
FIN1005269,695014,695122,M,S,Business,Graduate,Level 1,Level 3,4.0,Confirmation,F,2.0,1.0,343940.0,7.0,343940.0,7.0,0
FIN1005271,400705,400701,M,M,Business,Class XII,Level 2,Level 2,3.0,Probation,M,2.0,1.0,0.0,0.0,0.0,0.0,0
FIN1005272,180012,180010,M,M,Business,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005273,180012,180001,M,M,Business,Class XII,Level 1,Level 1,2.0,Probation,M,1.0,1.0,210718.0,4.0,210718.0,4.0,0
FIN1005274,851101,851231,M,M,Business,Class XII,Level 1,Level 1,2.0,Probation,M,6.0,3.0,74657.0,5.0,74657.0,5.0,0
FIN1005275,695014,695541,M,M,Salaried,Graduate,Level 1,Level 3,4.0,Confirmation,M,2.0,1.0,394413.0,4.0,394413.0,4.0,0
FIN1005276,121002,121005,M,S,Salaried,Graduate,Level 2,Level 4,6.0,Confirmation,M,0.0,0.0,507244.0,17.0,507244.0,17.0,0
FIN1005277,695014,695564,F,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,415210.0,11.0,415210.0,11.0,0
FIN1005278,851101,848201,M,M,Business,Class XII,Level 1,Level 5,6.0,Confirmation,M,1.0,0.0,168568.0,13.0,168568.0,13.0,0
FIN1005279,390020,390010,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,1.0,34454.0,2.0,34454.0,2.0,0
FIN1005280,305001,305001,M,M,Business,Graduate,Level 1,Level 1,2.0,Probation,F,4.0,1.0,0.0,0.0,0.0,0.0,0
FIN1005282,390020,389001,F,S,Salaried,Graduate,Level 1,Level 4,6.0,Confirmation,M,3.0,1.0,714000.0,12.0,714000.0,12.0,0
FIN1005283,700016,700129,M,S,Salaried,Graduate,Level 4,Level 4,5.0,Probation,M,4.0,2.0,0.0,0.0,0.0,0.0,0
FIN1005284,271201,271871,M,S,Others,Class XII,Level 1,Level 1,2.0,Probation,M,6.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005285,452003,452007,F,S,Salaried,Class XII,Level 3,Level 3,4.0,Probation,M,5.0,1.0,0.0,0.0,0.0,0.0,0
FIN1005286,141001,141010,M,S,Business,Class XII,Level 2,Level 2,3.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005287,474008,474001,M,S,Business,Graduate,Level 2,Level 2,3.0,Confirmation,M,1.0,1.0,168197.0,11.0,168197.0,11.0,1
FIN1005288,600017,600056,M,S,Salaried,Class XII,Other,Level 1,2.0,Confirmation,M,1.0,2.0,91681.0,2.0,91681.0,2.0,0
FIN1005289,233001,233001,M,M,Business,Graduate,Level 2,Level 3,4.0,Confirmation,M,3.0,1.0,123415.0,6.0,123415.0,6.0,1
FIN1005290,751009,759145,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,M,0.0,1.0,258427.0,9.0,258427.0,9.0,1
FIN1005291,233001,233001,M,M,Salaried,Class XII,Level 2,Level 3,4.0,Confirmation,M,3.0,1.0,123415.0,6.0,123415.0,6.0,1
FIN1005292,122002,110034,M,M,Business,Class XII,Level 3,Level 3,4.0,Probation,F,6.0,1.0,0.0,0.0,0.0,0.0,1
FIN1005293,271201,271201,M,M,Salaried,Class XII,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,101216.0,8.0,101216.0,8.0,1
FIN1005295,824101,824103,M,M,Business,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005296,211001,229408,M,M,Business,Class XII,Level 1,Level 3,4.0,Confirmation,M,2.0,0.0,166134.0,7.0,166134.0,7.0,1
FIN1005297,713216,713405,M,S,Business,Class XII,Level 2,Level 4,6.0,Confirmation,M,3.0,2.0,558081.0,12.0,558081.0,12.0,0
FIN1005298,691008,690524,F,M,Salaried,Class XII,Level 4,Level 4,6.0,Probation,M,10.0,4.0,200000.0,2.0,200000.0,2.0,1
FIN1005299,281001,282003,M,M,Business,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005300,281001,282002,M,M,Business,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005301,530003,530044,M,S,Salaried,Class XII,Level 3,Level 3,4.0,Probation,M,6.0,4.0,80196.0,5.0,80196.0,5.0,0
FIN1005302,110005,110077,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005303,201301,201308,M,M,Business,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005304,230001,230142,M,D,Business,Class XII,Level 1,Level 4,6.0,Confirmation,M,4.0,0.0,454900.0,24.0,454900.0,24.0,0
FIN1005305,202001,202126,M,M,Business,Class XII,Level 2,Level 3,4.0,Confirmation,M,2.0,0.0,153209.0,6.0,153209.0,6.0,0
FIN1005306,400705,400701,F,S,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,7.0,4.0,25003.0,1.0,25003.0,1.0,0
FIN1005307,281001,283101,M,M,Salaried,Class X,Level 1,Level 2,3.0,Confirmation,M,3.0,1.0,310215.0,15.0,310215.0,15.0,0
FIN1005308,221010,221001,F,M,Salaried,Graduate,Level 2,Level 2,3.0,Probation,M,3.0,2.0,94509.0,4.0,94509.0,4.0,0
FIN1005309,600017,600021,F,S,Salaried,Graduate,Other,Level 1,2.0,Confirmation,M,1.0,2.0,91681.0,2.0,91681.0,2.0,0
FIN1005310,122002,122001,M,M,Salaried,Graduate,Level 3,Level 3,4.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005311,700016,712123,F,M,Salaried,Class XII,Level 4,Level 4,5.0,Probation,M,4.0,2.0,0.0,0.0,0.0,0.0,0
FIN1005312,271201,271201,M,S,Salaried,Graduate,Level 2,Level 4,5.0,Confirmation,M,1.0,1.0,198179.0,14.0,198179.0,14.0,0
FIN1005313,802101,802129,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,70895.0,5.0,70895.0,5.0,0
FIN1005314,824101,824103,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005315,285001,285206,M,S,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,1.0,85516.0,5.0,85516.0,5.0,0
FIN1005316,400075,400095,M,S,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,2.0,459930.0,23.0,459930.0,23.0,1
FIN1005317,575003,576101,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,381565.0,14.0,381565.0,14.0,1
FIN1005318,713303,713343,M,S,Salaried,Class XII,Level 2,Level 4,5.0,Confirmation,M,2.0,0.0,1044782.0,17.0,1044782.0,17.0,1
FIN1005319,302001,302012,M,M,Salaried,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005320,462003,462001,M,M,Business,Graduate,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,225710.0,10.0,225710.0,10.0,0
FIN1005321,110005,110077,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005323,110005,110077,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005324,802301,802160,M,S,Salaried,Class XII,Level 1,Level 3,4.0,Confirmation,M,2.0,2.0,182343.0,10.0,182343.0,10.0,1
FIN1005325,520010,533101,F,D,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,M,8.0,0.0,60600.0,3.0,60600.0,3.0,0
FIN1005326,284001,284002,F,S,Salaried,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005328,110005,110041,M,M,Salaried,Graduate,Level 3,Level 3,4.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005329,800001,800009,M,M,Salaried,Class XII,Other,Level 1,2.0,Confirmation,M,1.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005330,500016,502052,M,M,Business,Graduate,Level 2,Level 5,6.0,Confirmation,F,2.0,2.0,743568.0,15.0,743568.0,15.0,1
FIN1005331,560001,560096,M,S,Salaried,Graduate,Level 3,Level 3,4.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005332,411006,411015,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,6.0,3.0,39136.0,3.0,39136.0,3.0,1
FIN1005333,680001,680563,F,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,90373.0,5.0,90373.0,5.0,1
FIN1005334,230001,230144,M,M,Business,Class XII,Level 2,Level 4,6.0,Confirmation,M,1.0,0.0,333040.0,21.0,333040.0,21.0,1
FIN1005335,781005,781021,F,S,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005336,110005,110007,M,M,Business,Class XII,Level 2,Level 4,5.0,Confirmation,M,0.0,1.0,89496.0,5.0,89496.0,5.0,0
FIN1005337,250001,250420,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Confirmation,M,4.0,0.0,95716.0,4.0,95716.0,4.0,1
FIN1005338,812001,812002,M,M,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,121185.0,7.0,121185.0,7.0,0
FIN1005339,122002,121001,M,M,Salaried,Graduate,Level 3,Level 3,4.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005340,600017,600092,M,M,Business,Class XII,Level 2,Level 2,3.0,Probation,M,2.0,3.0,65798.0,4.0,65798.0,4.0,0
FIN1005341,492001,491441,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005342,812001,812006,F,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,121185.0,7.0,121185.0,7.0,0
FIN1005343,302001,302013,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,4.0,9.0,429886.0,17.0,429886.0,17.0,0
FIN1005344,753012,761111,M,M,Business,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005345,452003,452007,F,S,Business,Graduate,Level 2,Level 2,3.0,Probation,M,5.0,1.0,0.0,0.0,0.0,0.0,0
FIN1005346,452003,452001,M,S,Business,Class XII,Level 2,Level 2,3.0,Probation,M,5.0,1.0,0.0,0.0,0.0,0.0,0
FIN1005347,452003,452005,F,S,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,5.0,1.0,0.0,0.0,0.0,0.0,0
FIN1005348,492001,492001,M,M,Business,Graduate,Level 2,Level 2,3.0,Probation,M,4.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005349,110005,110026,F,S,Salaried,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005350,560001,560054,M,M,Business,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005351,842001,844128,M,S,Salaried,Class X,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005352,110005,110045,M,S,Salaried,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005353,400075,400008,M,M,Business,Class XII,Level 2,Level 5,6.0,Confirmation,M,1.0,0.0,648240.0,20.0,648240.0,20.0,1
FIN1005354,560001,560004,M,S,Business,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005355,452003,452007,F,M,Salaried,Class XII,Level 1,Level 3,4.0,Confirmation,M,6.0,2.0,206021.0,8.0,206021.0,8.0,1
FIN1005356,110005,110059,F,M,Salaried,Class XII,Level 3,Level 3,4.0,Probation,F,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005357,121002,121102,M,M,Salaried,Class XII,Level 3,Level 3,4.0,Probation,M,5.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005358,560001,560006,M,M,Others,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005359,680001,680017,F,M,Salaried,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,90373.0,5.0,90373.0,5.0,0
FIN1005360,680001,680724,M,S,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,310173.0,9.0,310173.0,9.0,1
FIN1005361,848101,848302,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,0.0,192459.0,11.0,192459.0,11.0,0
FIN1005362,560001,560078,M,S,Business,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005363,202001,202001,M,S,Business,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1005364,841226,841232,F,M,Salaried,Graduate,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,133773.0,10.0,133773.0,10.0,0
FIN1005365,302001,302012,M,M,Business,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1005367,841226,841437,M,M,Salaried,Graduate,Level 1,Level 4,5.0,Confirmation,M,0.0,0.0,229076.0,18.0,229076.0,18.0,0
FIN1005368,121002,121103,M,M,Salaried,Masters of Business Administration,Level 1,Level 2,3.0,Confirmation,M,3.0,1.0,335215.0,11.0,335215.0,11.0,0
FIN1005370,842001,843120,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,1.0,166448.0,7.0,166448.0,7.0,0
FIN1005371,221010,221002,M,M,Business,Graduate,Level 1,Level 1,2.0,Probation,M,8.0,2.0,10062.0,1.0,10062.0,1.0,0
FIN1005372,533101,533124,M,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,5.0,0.0,522928.0,15.0,522928.0,15.0,0
